X [s];IL: EMG 1 [V];X [s];LON: EMG 2 [V];X [s];ACC: ACC.X 3 [g];X [s];ACC: ACC.Y 3 [g];X [s];ACC: ACC.Z 3 [g];X [s];ACC: GYRO.X 3 [°/s];X [s];ACC: GYRO.Y 3 [°/s];X [s];ACC: GYRO.Z 3 [°/s]
0.249051724;2.40024E-05;0.249051724;0.000246571;3.61125;0.197753906;3.61125;0.783691406;3.61125;0.540039063;3.61125;3.170731783;3.61125;7.98780489;3.61125;0.609756112
0.249517241;2.43381E-05;0.249517241;0.000314717;3.618;0.196777344;3.618;0.786132813;3.618;0.541992188;3.618;2.317073107;3.618;8.048780441;3.618;1.036585331
0.249982759;2.48417E-05;0.249982759;0.000390585;3.62475;0.198242188;3.62475;0.787109375;3.62475;0.544433594;3.62475;1.646341443;3.62475;8.231707573;3.62475;1.219512224
0.250448276;2.46738E-05;0.250448276;0.000488273;3.6315;0.19921875;3.6315;0.787109375;3.6315;0.545898438;3.6315;1.341463447;3.6315;7.926829338;3.6315;1.280487776
0.250913793;2.53452E-05;0.250913793;0.000599725;3.63825;0.195800781;3.63825;0.786132813;3.63825;0.550292969;3.63825;1.463414669;3.63825;7.98780489;3.63825;0.914634168
0.25137931;3.0045E-05;0.25137931;0.000722255;3.645;0.188476563;3.645;0.786621094;3.645;0.552246094;3.645;1.524390221;3.645;7.804878235;3.645;0.731707335
0.251844828;3.65911E-05;0.251844828;0.000842435;3.65175;0.188964844;3.65175;0.784179688;3.65175;0.548828125;3.65175;1.768292665;3.65175;7.5;3.65175;0.426829278
0.252310345;4.61585E-05;0.252310345;0.00094583;3.6585;0.191894531;3.6585;0.78515625;3.6585;0.546386719;3.6585;1.707317114;3.6585;7.560975552;3.6585;0.731707335
0.252775862;6.36149E-05;0.252775862;0.001042512;3.66525;0.190429688;3.66525;0.783691406;3.66525;0.543945313;3.66525;0.975609779;3.66525;7.743902683;3.66525;1.219512224
0.253241379;8.20783E-05;0.253241379;0.00113785;3.672;0.184082031;3.672;0.7734375;3.672;0.54296875;3.672;0.731707335;3.672;7.560975552;3.672;1.280487776
0.253706897;9.04707E-05;0.253706897;0.001213046;3.67875;0.183105469;3.67875;0.770507813;3.67875;0.539550781;3.67875;0.731707335;3.67875;6.951219559;3.67875;1.280487776
0.254172414;8.77852E-05;0.254172414;0.001285557;3.6855;0.181640625;3.6855;0.772949219;3.6855;0.5390625;3.6855;1.036585331;3.6855;6.951219559;3.6855;1.280487776
0.254637931;7.9057E-05;0.254637931;0.001366796;3.69225;0.189453125;3.69225;0.772460938;3.69225;0.536132813;3.69225;0.304878056;3.69225;7.195122242;3.69225;1.158536553
0.255103448;6.4622E-05;0.255103448;0.001419165;3.699;0.189941406;3.699;0.775390625;3.699;0.534667969;3.699;-0.853658557;3.699;6.219512463;3.699;1.402438998
0.255568966;4.58228E-05;0.255568966;0.001436957;3.70575;0.194335938;3.70575;0.772460938;3.70575;0.530273438;3.70575;-0.975609779;3.70575;5.609755993;3.70575;1.707317114
0.256034483;2.26596E-05;0.256034483;0.001448371;3.7125;0.193359375;3.7125;0.775390625;3.7125;0.529296875;3.7125;-0.792682946;3.7125;5.365853786;3.7125;2.01219511
0.2565;1.84634E-06;0.2565;0.001463477;3.71925;0.195800781;3.71925;0.776367188;3.71925;0.526855469;3.71925;-0.792682946;3.71925;5.670732021;3.71925;1.707317114
0.256965517;-1.46029E-05;0.256965517;0.001471534;3.726;0.190429688;3.726;0.777832031;3.726;0.519042969;3.726;-1.402438998;3.726;5.975609779;3.726;1.768292665
0.257431034;-2.92058E-05;0.257431034;0.001453742;3.73275;0.192382813;3.73275;0.775390625;3.73275;0.516601563;3.73275;-2.073170662;3.73275;6.219512463;3.73275;1.585365891
0.257896552;-4.28016E-05;0.257896552;0.001423865;3.7395;0.193847656;3.7395;0.773925781;3.7395;0.517089844;3.7395;-2.01219511;3.7395;6.097560883;3.7395;1.463414669
0.258362069;-5.00191E-05;0.258362069;0.001404395;3.74625;0.193847656;3.74625;0.772949219;3.74625;0.516113281;3.74625;-1.890243888;3.74625;6.219512463;3.74625;1.463414669
0.258827586;-5.18654E-05;0.258827586;0.00139852;3.753;0.194335938;3.753;0.763671875;3.753;0.520507813;3.753;-1.280487776;3.753;6.463414669;3.753;1.585365891
0.259293103;-5.1194E-05;0.259293103;0.001421851;3.75975;0.193847656;3.75975;0.76171875;3.75975;0.520019531;3.75975;-1.036585331;3.75975;6.768292904;3.75975;1.585365891
0.259758621;-4.7837E-05;0.259758621;0.001498222;3.7665;0.19140625;3.7665;0.755371094;3.7665;0.520996094;3.7665;-0.975609779;3.7665;6.829268456;3.7665;1.524390221
0.260224138;-4.28016E-05;0.260224138;0.001595743;3.77325;0.188964844;3.77325;0.750976563;3.77325;0.517089844;3.77325;-0.792682946;3.77325;6.524390221;3.77325;1.341463447
0.260689655;-3.57519E-05;0.260689655;0.001653819;3.78;0.183105469;3.78;0.748046875;3.78;0.522460938;3.78;-1.036585331;3.78;6.890244007;3.78;1.463414669
0.261155172;-2.90379E-05;0.261155172;0.001659861;3.78675;0.18359375;3.78675;0.747070313;3.78675;0.525878906;3.78675;-1.890243888;3.78675;6.951219559;3.78675;1.341463447
0.26162069;-2.08133E-05;0.26162069;0.001651469;3.7935;0.179199219;3.7935;0.748535156;3.7935;0.520996094;3.7935;-2.439024448;3.7935;7.01219511;3.7935;1.280487776
0.262086207;-1.32601E-05;0.262086207;0.001621927;3.80025;0.182128906;3.80025;0.751464844;3.80025;0.520507813;3.80025;-2.5;3.80025;6.707317352;3.80025;1.280487776
0.262551724;-9.56741E-06;0.262551724;0.001556466;3.807;0.186035156;3.807;0.75390625;3.807;0.517089844;3.807;-2.682926893;3.807;6.829268456;3.807;1.280487776
0.263017241;-9.23171E-06;0.263017241;0.001484291;3.81375;0.190429688;3.81375;0.754882813;3.81375;0.512695313;3.81375;-3.902439117;3.81375;7.13414669;3.81375;1.646341443
0.263482759;-8.89601E-06;0.263482759;0.001420508;3.8205;0.188964844;3.8205;0.748046875;3.8205;0.512207031;3.8205;-4.451219559;3.8205;7.13414669;3.8205;1.707317114
0.263948276;-6.88182E-06;0.263948276;0.001353368;3.82725;0.188964844;3.82725;0.744628906;3.82725;0.511230469;3.82725;-4.634146214;3.82725;6.768292904;3.82725;1.707317114
0.264413793;-3.52483E-06;0.264413793;0.001276493;3.834;0.189453125;3.834;0.748046875;3.834;0.509277344;3.834;-4.146341324;3.834;6.768292904;3.834;1.768292665
0.26487931;1.17494E-06;0.26487931;0.001230335;3.84075;0.187011719;3.84075;0.746582031;3.84075;0.5078125;3.84075;-3.170731783;3.84075;5.975609779;3.84075;1.707317114
0.265344828;5.87472E-06;0.265344828;0.001215396;3.8475;0.188964844;3.8475;0.744140625;3.8475;0.506835938;3.8475;-2.378048897;3.8475;5.609755993;3.8475;1.890243888
0.265810345;1.2253E-05;0.265810345;0.001204318;3.85425;0.187988281;3.85425;0.748046875;3.85425;0.508300781;3.85425;-2.256097555;3.85425;5.792683125;3.85425;2.01219511
0.266275862;1.59457E-05;0.266275862;0.001309728;3.861;0.183105469;3.861;0.7421875;3.861;0.506347656;3.861;-2.317073107;3.861;5.975609779;3.861;2.134146452
0.266741379;1.86313E-05;0.266741379;0.001969711;3.86775;0.184082031;3.86775;0.7421875;3.86775;0.505859375;3.86775;-2.5;3.86775;5.670732021;3.86775;1.951219559
0.267206897;2.06455E-05;0.267206897;0.003054688;3.8745;0.185546875;3.8745;0.743164063;3.8745;0.511230469;3.8745;-2.682926893;3.8745;5.670732021;3.8745;1.524390221
0.267672414;2.06455E-05;0.267672414;0.003951675;3.88125;0.189941406;3.88125;0.747070313;3.88125;0.513671875;3.88125;-3.048780441;3.88125;5.365853786;3.88125;1.402438998
0.268137931;1.86313E-05;0.268137931;0.004301473;3.888;0.194824219;3.888;0.751953125;3.888;0.514160156;3.888;-3.597561121;3.888;5.121951103;3.888;1.341463447
0.268603448;1.59457E-05;0.268603448;0.004210834;3.89475;0.197265625;3.89475;0.752929688;3.89475;0.513671875;3.89475;-3.719512224;3.89475;5.304878235;3.89475;1.280487776
0.269068966;1.35958E-05;0.269068966;0.003957046;3.9015;0.196777344;3.9015;0.748046875;3.9015;0.512207031;3.9015;-3.902439117;3.9015;5.670732021;3.9015;1.219512224
0.269534483;1.19173E-05;0.269534483;0.003683116;3.90825;0.196777344;3.90825;0.74609375;3.90825;0.514648438;3.90825;-3.170731783;3.90825;5.426829338;3.90825;1.219512224
0.27;1.14137E-05;0.27;0.003383505;3.915;0.196289063;3.915;0.741699219;3.915;0.515136719;3.915;-1.890243888;3.915;5.609755993;3.915;1.585365891
0.270465517;1.15816E-05;0.270465517;0.003050324;3.92175;0.191894531;3.92175;0.737304688;3.92175;0.514648438;3.92175;-1.402438998;3.92175;5.914634228;3.92175;2.073170662
0.270931034;1.14137E-05;0.270931034;0.002701869;3.9285;0.190917969;3.9285;0.742675781;3.9285;0.518554688;3.9285;-1.829268336;3.9285;6.646341801;3.9285;2.134146452
0.271396552;1.05745E-05;0.271396552;0.002352407;3.93525;0.188476563;3.93525;0.7421875;3.93525;0.520996094;3.93525;-2.256097555;3.93525;7.073170662;3.93525;2.01219511
0.271862069;1.05745E-05;0.271862069;0.002020737;3.942;0.188476563;3.942;0.743652344;3.942;0.524414063;3.942;-1.280487776;3.942;6.890244007;3.942;1.890243888
0.272327586;1.24208E-05;0.272327586;0.001714412;3.94875;0.188476563;3.94875;0.743652344;3.94875;0.526367188;3.94875;-0.182926834;3.94875;6.707317352;3.94875;1.646341443
0.272793103;1.64492E-05;0.272793103;0.001426551;3.9555;0.186523438;3.9555;0.748046875;3.9555;0.527832031;3.9555;0.182926834;3.9555;6.402439117;3.9555;1.707317114
0.273258621;2.01419E-05;0.273258621;0.001149264;3.96225;0.192871094;3.96225;0.752441406;3.96225;0.524414063;3.96225;-0.609756112;3.96225;5.914634228;3.96225;1.829268336
0.273724138;1.99741E-05;0.273724138;0.000876677;3.969;0.193847656;3.969;0.754394531;3.969;0.525878906;3.969;-1.097561002;3.969;6.158536911;3.969;1.768292665
0.274189655;1.71206E-05;0.274189655;0.000606439;3.97575;0.196777344;3.97575;0.755859375;3.97575;0.522460938;3.97575;-1.646341443;3.97575;6.219512463;3.97575;1.524390221
0.274655172;1.29244E-05;0.274655172;0.000342077;3.9825;0.1953125;3.9825;0.7578125;3.9825;0.521972656;3.9825;-1.158536553;3.9825;5.975609779;3.9825;1.402438998
0.27512069;1.05745E-05;0.27512069;0.000103227;3.98925;0.198242188;3.98925;0.760742188;3.98925;0.518554688;3.98925;-0.48780489;3.98925;5.548780441;3.98925;1.524390221
0.275586207;1.0071E-05;0.275586207;-0.000108263;3.996;0.194335938;3.996;0.761230469;3.996;0.518554688;3.996;-0.365853667;3.996;5.975609779;3.996;1.768292665
0.276051724;9.9031E-06;0.276051724;-0.00029189;4.00275;0.197265625;4.00275;0.7578125;4.00275;0.520019531;4.00275;-0.121951222;4.00275;6.585365772;4.00275;1.585365891
0.276517241;1.04067E-05;0.276517241;-0.000443626;4.0095;0.1953125;4.0095;0.758300781;4.0095;0.515136719;4.0095;0.121951222;4.0095;7.439024448;4.0095;1.585365891
0.276982759;1.05745E-05;0.276982759;-0.000544335;4.01625;0.194824219;4.01625;0.760253906;4.01625;0.518554688;4.01625;0.609756112;4.01625;7.62195158;4.01625;1.402438998
0.277448276;7.88891E-06;0.277448276;-0.000549538;4.023;0.196777344;4.023;0.756347656;4.023;0.522460938;4.023;1.036585331;4.023;7.439024448;4.023;1.219512224
0.277913793;4.53193E-06;0.277913793;-0.000444129;4.02975;0.201660156;4.02975;0.756347656;4.02975;0.527832031;4.02975;1.158536553;4.02975;7.01219511;4.02975;1.402438998
0.27837931;3.52483E-06;0.27837931;-0.000296254;4.0365;0.19921875;4.0365;0.755859375;4.0365;0.529785156;4.0365;1.463414669;4.0365;6.707317352;4.0365;1.585365891
0.278844828;4.69978E-06;0.278844828;-0.000209644;4.04325;0.193847656;4.04325;0.754882813;4.04325;0.524414063;4.04325;1.646341443;4.04325;6.402439117;4.04325;1.585365891
0.279310345;7.21752E-06;0.279310345;-0.000236835;4.05;0.189941406;4.05;0.756835938;4.05;0.527832031;4.05;1.524390221;4.05;6.402439117;4.05;1.585365891
0.279775862;1.04067E-05;0.279775862;-0.000353323;4.05675;0.186035156;4.05675;0.759277344;4.05675;0.526855469;4.05675;0.792682946;4.05675;7.5;4.05675;1.585365891
0.280241379;9.23171E-06;0.280241379;-0.000414588;4.0635;0.190429688;4.0635;0.749511719;4.0635;0.528808594;4.0635;0.548780501;4.0635;7.62195158;4.0635;1.341463447
0.280706897;4.19623E-06;0.280706897;-0.000407706;4.07025;0.193359375;4.07025;0.747558594;4.07025;0.527832031;4.07025;0.914634168;4.07025;6.829268456;4.07025;1.219512224
0.281172414;1.17494E-06;0.281172414;-0.000494316;4.077;0.202148438;4.077;0.751953125;4.077;0.525390625;4.077;1.097561002;4.077;6.890244007;4.077;1.341463447
0.281637931;4.19623E-06;0.281637931;-0.000725612;4.08375;0.200195313;4.08375;0.761230469;4.08375;0.5234375;4.08375;0.426829278;4.08375;7.317073345;4.08375;1.646341443
0.282103448;1.02388E-05;0.282103448;-0.000922667;4.0905;0.196289063;4.0905;0.760742188;4.0905;0.526855469;4.0905;0.365853667;4.0905;7.256097794;4.0905;1.646341443
0.282568966;1.42672E-05;0.282568966;-0.00103093;4.09725;0.197265625;4.09725;0.761230469;4.09725;0.527832031;4.09725;0.609756112;4.09725;7.073170662;4.09725;1.585365891
0.283034483;1.66171E-05;0.283034483;-0.001175113;4.104;0.199707031;4.104;0.765625;4.104;0.526855469;4.104;0.792682946;4.104;6.646341801;4.104;1.768292665
0.2835;1.93027E-05;0.2835;-0.001283879;4.11075;0.198242188;4.11075;0.761230469;4.11075;0.526855469;4.11075;0.975609779;4.11075;6.829268456;4.11075;1.829268336
0.283965517;2.40024E-05;0.283965517;-0.001275822;4.1175;0.19921875;4.1175;0.767089844;4.1175;0.526855469;4.1175;0.48780489;4.1175;7.073170662;4.1175;1.890243888
0.284431034;2.50095E-05;0.284431034;-0.00120734;4.12425;0.196777344;4.12425;0.764648438;4.12425;0.523925781;4.12425;-0.121951222;4.12425;7.743902683;4.12425;1.890243888
0.284896552;2.13169E-05;0.284896552;-0.00122211;4.131;0.195800781;4.131;0.758789063;4.131;0.522460938;4.131;-0.304878056;4.131;7.926829338;4.131;1.646341443
0.285362069;2.09812E-05;0.285362069;-0.001366629;4.13775;0.197265625;4.13775;0.756835938;4.13775;0.5234375;4.13775;0.365853667;4.13775;7.804878235;4.13775;1.402438998
0.285827586;2.23239E-05;0.285827586;-0.001580636;4.1445;0.196777344;4.1445;0.756835938;4.1445;0.527832031;4.1445;0.792682946;4.1445;7.926829338;4.1445;1.585365891
0.286293103;2.06455E-05;0.286293103;-0.001749493;4.15125;0.192382813;4.15125;0.757324219;4.15125;0.528808594;4.15125;0.670731723;4.15125;7.865853786;4.15125;1.890243888
0.286758621;1.72885E-05;0.286758621;-0.001784405;4.158;0.190429688;4.158;0.752441406;4.158;0.528808594;4.158;0.548780501;4.158;7.5;4.158;2.01219511
0.287224138;1.46029E-05;0.287224138;-0.001841978;4.16475;0.191894531;4.16475;0.749023438;4.16475;0.533203125;4.16475;0.609756112;4.16475;6.890244007;4.16475;1.768292665
0.287689655;1.46029E-05;0.287689655;-0.002058503;4.1715;0.190917969;4.1715;0.751953125;4.1715;0.532714844;4.1715;0.792682946;4.1715;6.768292904;4.1715;1.829268336
0.288155172;1.39315E-05;0.288155172;-0.002266804;4.17825;0.195800781;4.17825;0.752441406;4.17825;0.532226563;4.17825;0.48780489;4.17825;6.707317352;4.17825;2.01219511
0.28862069;1.17494E-05;0.28862069;-0.002288121;4.185;0.194335938;4.185;0.757324219;4.185;0.533691406;4.185;-0.121951222;4.185;7.378048897;4.185;2.134146452
0.289086207;1.25887E-05;0.289086207;-0.002247669;4.19175;0.190917969;4.19175;0.758789063;4.19175;0.528808594;4.19175;-0.731707335;4.19175;8.231707573;4.19175;1.890243888
0.289551724;1.79599E-05;0.289551724;-0.002290471;4.1985;0.188476563;4.1985;0.754394531;4.1985;0.5234375;4.1985;-1.585365891;4.1985;8.536585808;4.1985;1.646341443
0.290017241;2.19883E-05;0.290017241;-0.002425757;4.20525;0.191894531;4.20525;0.75390625;4.20525;0.525878906;4.20525;-1.280487776;4.20525;7.439024448;4.20525;1.829268336
0.290482759;1.86313E-05;0.290482759;-0.002557015;4.212;0.19921875;4.212;0.75390625;4.212;0.525390625;4.212;-0.731707335;4.212;7.317073345;4.212;1.890243888
0.290948276;7.72107E-06;0.290948276;-0.002517403;4.21875;0.19921875;4.21875;0.757324219;4.21875;0.518554688;4.21875;-0.243902445;4.21875;7.13414669;4.21875;2.073170662
0.291413793;-7.21752E-06;0.291413793;-0.002345022;4.2255;0.198730469;4.2255;0.75390625;4.2255;0.520996094;4.2255;-0.060975611;4.2255;6.829268456;4.2255;2.621951342
0.29187931;-1.96384E-05;0.29187931;-0.002261097;4.23225;0.198730469;4.23225;0.75390625;4.23225;0.525878906;4.23225;0.243902445;4.23225;6.585365772;4.23225;2.560975552
0.292344828;-2.93736E-05;0.292344828;-0.002316823;4.239;0.196777344;4.239;0.754394531;4.239;0.526367188;4.239;0.48780489;4.239;6.829268456;4.239;2.256097555
0.292810345;-3.70947E-05;0.292810345;-0.002354925;4.24575;0.195800781;4.24575;0.756835938;4.24575;0.523925781;4.24575;0.365853667;4.24575;7.439024448;4.24575;1.890243888
0.293275862;-3.6759E-05;0.293275862;-0.002240955;4.2525;0.195800781;4.2525;0.7578125;4.2525;0.52734375;4.2525;0.182926834;4.2525;7.926829338;4.2525;1.890243888
0.293741379;-2.97093E-05;0.293741379;-0.002032822;4.25925;0.191894531;4.25925;0.754882813;4.25925;0.526367188;4.25925;-0.060975611;4.25925;8.353658676;4.25925;2.01219511
0.294206897;-2.23239E-05;0.294206897;-0.001891829;4.266;0.188476563;4.266;0.748046875;4.266;0.525390625;4.266;-0.243902445;4.266;8.719511986;4.266;1.890243888
0.294672414;-1.62814E-05;0.294672414;-0.001928756;4.27275;0.184082031;4.27275;0.747070313;4.27275;0.52734375;4.27275;-0.731707335;4.27275;8.841464043;4.27275;1.707317114
0.295137931;-8.89601E-06;0.295137931;-0.002067567;4.2795;0.184570313;4.2795;0.743652344;4.2795;0.526855469;4.2795;-0.792682946;4.2795;8.10975647;4.2795;1.951219559
0.295603448;-4.19623E-06;0.295603448;-0.002166094;4.28625;0.182128906;4.28625;0.743164063;4.28625;0.529785156;4.28625;-0.182926834;4.28625;7.682927132;4.28625;1.951219559
0.296068966;-2.18204E-06;0.296068966;-0.002161395;4.293;0.184082031;4.293;0.747558594;4.293;0.533691406;4.293;0.365853667;4.293;7.073170662;4.293;1.707317114
0.296534483;-2.85344E-06;0.296534483;-0.002080827;4.29975;0.187988281;4.29975;0.749511719;4.29975;0.532714844;4.29975;0.792682946;4.29975;6.463414669;4.29975;1.890243888
0.297;-5.53903E-06;0.297;-0.001979446;4.3065;0.188476563;4.3065;0.75;4.3065;0.532226563;4.3065;1.097561002;4.3065;6.463414669;4.3065;1.829268336
0.297465517;-6.21042E-06;0.297465517;-0.001923217;4.31325;0.195800781;4.31325;0.745605469;4.31325;0.532226563;4.31325;1.646341443;4.31325;6.463414669;4.31325;1.890243888
0.297931034;-4.19623E-06;0.297931034;-0.001926909;4.32;0.197753906;4.32;0.747070313;4.32;0.526855469;4.32;1.097561002;4.32;6.829268456;4.32;1.707317114
0.298396552;-3.86053E-06;0.298396552;-0.001906264;4.32675;0.197265625;4.32675;0.745605469;4.32675;0.524902344;4.32675;0.731707335;4.32675;7.01219511;4.32675;1.585365891
0.298862069;-6.54612E-06;0.298862069;-0.001781384;4.3335;0.193847656;4.3335;0.75;4.3335;0.528808594;4.3335;0.48780489;4.3335;7.378048897;4.3335;1.768292665
0.299327586;-5.70687E-06;0.299327586;-0.001568215;4.34025;0.193359375;4.34025;0.758789063;4.34025;0.524414063;4.34025;0.48780489;4.34025;7.560975552;4.34025;1.585365891
0.299793103;-5.03548E-07;0.299793103;-0.001273472;4.347;0.19140625;4.347;0.760742188;4.347;0.520019531;4.347;0.731707335;4.347;7.865853786;4.347;1.463414669
0.300258621;4.19623E-06;0.300258621;-0.00120499;4.35375;0.190917969;4.35375;0.760253906;4.35375;0.51953125;4.35375;1.524390221;4.35375;7.804878235;4.35375;1.341463447
0.300724138;5.87472E-06;0.300724138;-0.001352026;4.3605;0.188476563;4.3605;0.758300781;4.3605;0.5234375;4.3605;2.621951342;4.3605;7.743902683;4.3605;1.219512224
0.301189655;5.20333E-06;0.301189655;-0.001045869;4.36725;0.185546875;4.36725;0.754882813;4.36725;0.520507813;4.36725;3.414634228;4.36725;7.073170662;4.36725;1.524390221
0.301655172;2.51774E-06;0.301655172;-0.000142504;4.374;0.186523438;4.374;0.75;4.374;0.520996094;4.374;3.475609779;4.374;6.951219559;4.374;1.463414669
0.30212069;1.17494E-06;0.30212069;0.000855528;4.38075;0.186035156;4.38075;0.744628906;4.38075;0.524414063;4.38075;3.414634228;4.38075;6.768292904;4.38075;1.463414669
0.302586207;4.86763E-06;0.302586207;0.001535988;4.3875;0.188476563;4.3875;0.746582031;4.3875;0.527832031;4.3875;3.231707335;4.3875;7.195122242;4.3875;1.524390221
0.303051724;8.89601E-06;0.303051724;0.001902571;4.39425;0.187988281;4.39425;0.750976563;4.39425;0.526367188;4.39425;2.682926893;4.39425;7.743902683;4.39425;1.219512224
0.303517241;1.15816E-05;0.303517241;0.002065385;4.401;0.185546875;4.401;0.752441406;4.401;0.526367188;4.401;2.621951342;4.401;7.256097794;4.401;0.975609779
0.303982759;1.39315E-05;0.303982759;0.002147631;4.40775;0.188964844;4.40775;0.754394531;4.40775;0.528320313;4.40775;2.317073107;4.40775;7.5;4.40775;0.853658557
0.304448276;1.46029E-05;0.304448276;0.002163745;4.4145;0.189453125;4.4145;0.752441406;4.4145;0.534667969;4.4145;2.317073107;4.4145;7.682927132;4.4145;0.914634168
0.304913793;1.46029E-05;0.304913793;0.002035508;4.42125;0.190917969;4.42125;0.748046875;4.42125;0.534667969;4.42125;2.439024448;4.42125;7.195122242;4.42125;0.731707335
0.30537931;1.66171E-05;0.30537931;0.001809751;4.428;0.192382813;4.428;0.748535156;4.428;0.529785156;4.428;2.378048897;4.428;7.073170662;4.428;0.914634168
0.305844828;1.86313E-05;0.305844828;0.001548074;4.43475;0.189941406;4.43475;0.750976563;4.43475;0.524414063;4.43475;2.5;4.43475;7.378048897;4.43475;1.036585331
0.306310345;1.93027E-05;0.306310345;0.001246952;4.4415;0.188476563;4.4415;0.750488281;4.4415;0.527832031;4.4415;2.134146452;4.4415;7.195122242;4.4415;1.341463447
0.306775862;1.49386E-05;0.306775862;0.000903532;4.44825;0.1875;4.44825;0.750976563;4.44825;0.528808594;4.44825;1.829268336;4.44825;6.768292904;4.44825;1.585365891
0.307241379;9.56741E-06;0.307241379;0.000542321;4.455;0.192871094;4.455;0.758789063;4.455;0.520019531;4.455;0.914634168;4.455;6.951219559;4.455;1.829268336
0.307706897;8.89601E-06;0.307706897;0.000237171;4.46175;0.188964844;4.46175;0.760253906;4.46175;0.519042969;4.46175;0.426829278;4.46175;6.951219559;4.46175;1.768292665
0.308172414;1.10781E-05;0.308172414;4.17945E-05;4.4685;0.192382813;4.4685;0.763183594;4.4685;0.520996094;4.4685;0.731707335;4.4685;7.195122242;4.4685;1.646341443
0.308637931;1.67849E-05;0.308637931;7.30144E-05;4.47525;0.195800781;4.47525;0.762695313;4.47525;0.519042969;4.47525;1.341463447;4.47525;6.890244007;4.47525;1.707317114
0.309103448;2.73594E-05;0.309103448;0.000368933;4.482;0.193847656;4.482;0.760742188;4.482;0.521484375;4.482;1.768292665;4.482;6.280488014;4.482;1.829268336
0.309568966;4.0116E-05;0.309568966;0.000759014;4.48875;0.192382813;4.48875;0.762695313;4.48875;0.525390625;4.48875;1.890243888;4.48875;6.097560883;4.48875;1.646341443
0.310034483;4.93477E-05;0.310034483;0.001111666;4.4955;0.195800781;4.4955;0.763671875;4.4955;0.53125;4.4955;2.073170662;4.4955;6.036585331;4.4955;1.524390221
0.3105;5.15297E-05;0.3105;0.001406912;4.50225;0.198242188;4.50225;0.763183594;4.50225;0.529785156;4.50225;1.890243888;4.50225;6.402439117;4.50225;1.402438998
0.310965517;5.01869E-05;0.310965517;0.001620584;4.509;0.197265625;4.509;0.757324219;4.509;0.530273438;4.509;1.829268336;4.509;6.951219559;4.509;1.524390221
0.311431034;4.59907E-05;0.311431034;0.001640726;4.51575;0.193359375;4.51575;0.750976563;4.51575;0.53125;4.51575;1.402438998;4.51575;7.682927132;4.51575;1.402438998
0.311896552;3.6759E-05;0.311896552;0.001448707;4.5225;0.189453125;4.5225;0.748535156;4.5225;0.53515625;4.5225;1.097561002;4.5225;8.10975647;4.5225;1.158536553
0.312362069;2.36667E-05;0.312362069;0.001157992;4.52925;0.188964844;4.52925;0.751953125;4.52925;0.536132813;4.52925;0.365853667;4.52925;8.353658676;4.52925;0.853658557
0.312827586;1.25887E-05;0.312827586;0.000827665;4.536;0.191894531;4.536;0.75390625;4.536;0.537109375;4.536;-0.243902445;4.536;8.536585808;4.536;1.097561002
0.313293103;4.36408E-06;0.313293103;0.000448325;4.54275;0.191894531;4.54275;0.764648438;4.54275;0.538085938;4.54275;-0.853658557;4.54275;8.841464043;4.54275;1.097561002
0.313758621;-8.39246E-07;0.313758621;0.000161807;4.5495;0.188964844;4.5495;0.765625;4.5495;0.541015625;4.5495;-1.158536553;4.5495;8.536585808;4.5495;1.036585331
0.314224138;-4.19623E-06;0.314224138;0.000176242;4.55625;0.191894531;4.55625;0.765136719;4.55625;0.5390625;4.55625;-0.48780489;4.55625;7.804878235;4.55625;1.036585331
0.314689655;-5.53903E-06;0.314689655;0.000401328;4.563;0.192382813;4.563;0.764160156;4.563;0.536132813;4.563;-0.365853667;4.563;7.5;4.563;1.158536553
0.315155172;-8.89601E-06;0.315155172;0.00066183;4.56975;0.196289063;4.56975;0.766113281;4.56975;0.534667969;4.56975;-0.243902445;4.56975;7.13414669;4.56975;1.524390221
0.31562069;-8.89601E-06;0.31562069;0.001040162;4.5765;0.197265625;4.5765;0.764648438;4.5765;0.533691406;4.5765;-0.609756112;4.5765;7.073170662;4.5765;1.829268336
0.316086207;-3.18914E-06;0.316086207;0.001453407;4.58325;0.199707031;4.58325;0.765136719;4.58325;0.530761719;4.58325;-1.280487776;4.58325;6.890244007;4.58325;1.951219559
0.316551724;2.85344E-06;0.316551724;0.001676814;4.59;0.200195313;4.59;0.770996094;4.59;0.530761719;4.59;-1.402438998;4.59;6.951219559;4.59;2.073170662
0.317017241;3.86053E-06;0.317017241;0.00155848;4.59675;0.194824219;4.59675;0.779785156;4.59675;0.532226563;4.59675;-1.463414669;4.59675;7.5;4.59675;2.134146452
0.317482759;-4.36408E-06;0.317482759;0.001154467;4.6035;0.190429688;4.6035;0.774902344;4.6035;0.533691406;4.6035;-1.524390221;4.6035;7.98780489;4.6035;2.134146452
0.317948276;-2.03098E-05;0.317948276;0.000693385;4.61025;0.191894531;4.61025;0.771484375;4.61025;0.536132813;4.61025;-1.341463447;4.61025;8.414634705;4.61025;2.073170662
0.318413793;-3.37377E-05;0.318413793;0.000300618;4.617;0.197753906;4.617;0.768066406;4.617;0.536132813;4.617;-1.402438998;4.617;9.024390221;4.617;1.768292665
0.31887931;-3.64233E-05;0.31887931;0.00013579;4.62375;0.194824219;4.62375;0.766113281;4.62375;0.540039063;4.62375;-1.951219559;4.62375;8.719511986;4.62375;1.707317114
