X [s];IL: EMG 1 [V];X [s];LON: EMG 2 [V];X [s];ACC: ACC.X 3 [g];X [s];ACC: ACC.Y 3 [g];X [s];ACC: ACC.Z 3 [g];X [s];ACC: GYRO.X 3 [s];X [s];ACC: GYRO.Y 3 [s];X [s];ACC: GYRO.Z 3 [s]
0.41337931;1.72885E-05;0.41337931;5.08583E-05;5.994;0.110839844;5.994;0.886230469;5.994;0.359863281;5.994;4.268292904;5.994;6.280488014;5.994;-0.609756112
0.413844828;1.91348E-05;0.413844828;5.42153E-05;6.00075;0.102050781;6.00075;0.904296875;6.00075;0.345214844;6.00075;4.024390221;6.00075;7.743902683;6.00075;-1.219512224
0.414310345;2.26596E-05;0.414310345;5.42153E-05;6.0075;0.090820313;6.0075;0.911621094;6.0075;0.322753906;6.0075;2.682926893;6.0075;9.146341324;6.0075;-2.134146452
0.414775862;2.23239E-05;0.414775862;5.42153E-05;6.01425;0.087402344;6.01425;0.898925781;6.01425;0.324707031;6.01425;0.670731723;6.01425;10.18292713;6.01425;-2.682926893
0.415241379;1.93027E-05;0.415241379;5.52224E-05;6.021;0.084472656;6.021;0.891601563;6.021;0.341308594;6.021;0.609756112;6.021;10.85365868;6.021;-2.621951342
0.415706897;1.59457E-05;0.415706897;5.28725E-05;6.02775;0.088378906;6.02775;0.896972656;6.02775;0.354980469;6.02775;2.317073107;6.02775;10.97560978;6.02775;-3.414634228
0.416172414;1.25887E-05;0.416172414;4.81727E-05;6.0345;0.092285156;6.0345;0.909179688;6.0345;0.359863281;6.0345;4.51219511;6.0345;10;6.0345;-3.414634228
0.416637931;9.23171E-06;0.416637931;4.14588E-05;6.04125;0.090820313;6.04125;0.911132813;6.04125;0.356933594;6.04125;5.060975552;6.04125;8.780488014;6.04125;-2.743902445
0.417103448;7.04967E-06;0.417103448;3.07164E-05;6.048;0.081542969;6.048;0.891113281;6.048;0.340332031;6.048;4.634146214;6.048;8.231707573;6.048;-1.951219559
0.417568966;3.18914E-06;0.417568966;1.25887E-05;6.05475;0.071777344;6.05475;0.886230469;6.05475;0.344238281;6.05475;3.536585331;6.05475;7.926829338;6.05475;-0.792682946
0.418034483;-2.85344E-06;0.418034483;-6.21042E-06;6.0615;0.080566406;6.0615;0.893066406;6.0615;0.358886719;6.0615;2.804877996;6.0615;8.10975647;6.0615;-0.426829278
0.4185;-8.89601E-06;0.4185;-1.82956E-05;6.06825;0.091796875;6.06825;0.888183594;6.06825;0.355957031;6.06825;1.463414669;6.06825;8.048780441;6.06825;-0.121951222
0.418965517;-1.12459E-05;0.418965517;-2.46738E-05;6.075;0.104980469;6.075;0.886230469;6.075;0.352539063;6.075;-0.548780501;6.075;7.5;6.075;0.792682946
0.419431034;-1.47707E-05;0.419431034;-2.88701E-05;6.08175;0.104492188;6.08175;0.895019531;6.08175;0.35546875;6.08175;-1.951219559;6.08175;7.195122242;6.08175;1.280487776
0.419896552;-1.86313E-05;0.419896552;-3.27306E-05;6.0885;0.099121094;6.0885;0.895019531;6.0885;0.34765625;6.0885;-2.743902445;6.0885;7.256097794;6.0885;0.914634168
0.420362069;-1.8967E-05;0.420362069;-3.17235E-05;6.09525;0.091796875;6.09525;0.889160156;6.09525;0.346679688;6.09525;-3.109756231;6.09525;7.256097794;6.09525;0.975609779
0.420827586;-1.49386E-05;0.420827586;-2.40024E-05;6.102;0.083007813;6.102;0.894042969;6.102;0.352050781;6.102;-2.560975552;6.102;7.682927132;6.102;0.914634168
0.421293103;-7.55322E-06;0.421293103;-1.49386E-05;6.10875;0.076171875;6.10875;0.895507813;6.10875;0.353027344;6.10875;-1.402438998;6.10875;7.560975552;6.10875;0.731707335
0.421758621;1.17494E-06;0.421758621;-9.56741E-06;6.1155;0.072265625;6.1155;0.89453125;6.1155;0.352050781;6.1155;-0.182926834;6.1155;7.804878235;6.1155;0.548780501
0.422224138;6.37827E-06;0.422224138;-8.89601E-06;6.12225;0.070800781;6.12225;0.895019531;6.12225;0.3515625;6.12225;0.121951222;6.12225;7.804878235;6.12225;0.365853667
0.422689655;8.56031E-06;0.422689655;-9.9031E-06;6.129;0.075683594;6.129;0.900878906;6.129;0.351074219;6.129;0.060975611;6.129;7.743902683;6.129;0.060975611
0.423155172;1.10781E-05;0.423155172;-8.56031E-06;6.13575;0.080078125;6.13575;0.900390625;6.13575;0.346191406;6.13575;-0.548780501;6.13575;7.378048897;6.13575;0.060975611
0.42362069;1.42672E-05;0.42362069;-6.21042E-06;6.1425;0.082519531;6.1425;0.903808594;6.1425;0.345214844;6.1425;-1.646341443;6.1425;7.378048897;6.1425;0.48780489
0.424086207;1.72885E-05;0.424086207;-3.86053E-06;6.14925;0.080566406;6.14925;0.903320313;6.14925;0.340820313;6.14925;-2.621951342;6.14925;7.62195158;6.14925;1.219512224
0.424551724;1.72885E-05;0.424551724;-5.03548E-06;6.156;0.083496094;6.156;0.890625;6.156;0.346679688;6.156;-3.536585331;6.156;7.317073345;6.156;1.402438998
0.425017241;1.69528E-05;0.425017241;-6.88182E-06;6.16275;0.087402344;6.16275;0.890136719;6.16275;0.359375;6.16275;-3.231707335;6.16275;7.073170662;6.16275;1.524390221
0.425482759;1.69528E-05;0.425482759;-6.21042E-06;6.1695;0.090332031;6.1695;0.890625;6.1695;0.368652344;6.1695;-2.378048897;6.1695;7.317073345;6.1695;1.402438998
0.425948276;1.62814E-05;0.425948276;-4.19623E-06;6.17625;0.09375;6.17625;0.890136719;6.17625;0.370117188;6.17625;-1.646341443;6.17625;7.5;6.17625;1.341463447
0.426413793;1.37636E-05;0.426413793;-3.86053E-06;6.183;0.099609375;6.183;0.882324219;6.183;0.377441406;6.183;-1.768292665;6.183;7.62195158;6.183;1.402438998
0.42687931;1.25887E-05;0.42687931;-8.22461E-06;6.18975;0.096191406;6.18975;0.883789063;6.18975;0.3828125;6.18975;-1.463414669;6.18975;7.926829338;6.18975;1.341463447
0.427344828;1.25887E-05;0.427344828;-1.12459E-05;6.1965;0.089355469;6.1965;0.883300781;6.1965;0.384765625;6.1965;-1.402438998;6.1965;7.98780489;6.1965;1.341463447
0.427810345;1.2253E-05;0.427810345;-1.09102E-05;6.20325;0.0859375;6.20325;0.874511719;6.20325;0.378417969;6.20325;-1.646341443;6.20325;8.048780441;6.20325;1.646341443
0.428275862;1.09102E-05;0.428275862;-1.15816E-05;6.21;0.087890625;6.21;0.874511719;6.21;0.37890625;6.21;-3.109756231;6.21;8.292682648;6.21;2.01219511
0.428741379;1.0071E-05;0.428741379;-1.15816E-05;6.21675;0.084472656;6.21675;0.889160156;6.21675;0.374511719;6.21675;-4.573170662;6.21675;8.658536911;6.21675;2.073170662
0.429206897;7.72107E-06;0.429206897;-1.02388E-05;6.2235;0.087402344;6.2235;0.890136719;6.2235;0.363769531;6.2235;-6.341463566;6.2235;8.048780441;6.2235;2.743902445
0.429672414;5.03548E-06;0.429672414;-6.88182E-06;6.23025;0.096679688;6.23025;0.893554688;6.23025;0.356933594;6.23025;-7.743902683;6.23025;7.5;6.23025;3.658536673
0.430137931;5.03548E-06;0.430137931;-3.18914E-06;6.237;0.094238281;6.237;0.902832031;6.237;0.341796875;6.237;-8.048780441;6.237;7.378048897;6.237;3.719512224
0.430603448;5.20333E-06;0.430603448;-5.03548E-07;6.24375;0.0859375;6.24375;0.91015625;6.24375;0.33203125;6.24375;-7.926829338;6.24375;7.560975552;6.24375;3.414634228
0.431068966;3.18914E-06;0.431068966;-5.03548E-07;6.2505;0.0703125;6.2505;0.902832031;6.2505;0.325195313;6.2505;-7.073170662;6.2505;7.743902683;6.2505;2.98780489
0.431534483;1.17494E-06;0.431534483;3.35698E-07;6.25725;0.062988281;6.25725;0.8984375;6.25725;0.337890625;6.25725;-4.817073345;6.25725;7.865853786;6.25725;2.195122004
0.432;1.84634E-06;0.432;2.85344E-06;6.264;0.064453125;6.264;0.895996094;6.264;0.34375;6.264;-1.646341443;6.264;7.62195158;6.264;1.097561002
0.432465517;3.18914E-06;0.432465517;4.86763E-06;6.27075;0.068359375;6.27075;0.892578125;6.27075;0.34765625;6.27075;-0.121951222;6.27075;7.13414669;6.27075;0.48780489
0.432931034;2.85344E-06;0.432931034;5.87472E-06;6.2775;0.068847656;6.2775;0.881835938;6.2775;0.348632813;6.2775;1.646341443;6.2775;6.524390221;6.2775;0.48780489
0.433396552;1.84634E-06;0.433396552;8.39246E-06;6.28425;0.065429688;6.28425;0.87109375;6.28425;0.350585938;6.28425;1.158536553;6.28425;5.731707573;6.28425;0.975609779
0.433862069;1.84634E-06;0.433862069;1.12459E-05;6.291;0.071777344;6.291;0.861328125;6.291;0.359863281;6.291;0.304878056;6.291;5.121951103;6.291;1.646341443
0.434327586;1.84634E-06;0.434327586;1.32601E-05;6.29775;0.075683594;6.29775;0.863769531;6.29775;0.364746094;6.29775;-0.609756112;6.29775;5.060975552;6.29775;1.951219559
0.434793103;3.52483E-06;0.434793103;1.32601E-05;6.3045;0.081542969;6.3045;0.865234375;6.3045;0.369140625;6.3045;-2.01219511;6.3045;4.878048897;6.3045;2.5
0.435258621;5.70687E-06;0.435258621;1.46029E-05;6.31125;0.096679688;6.31125;0.862304688;6.31125;0.360839844;6.31125;-2.743902445;6.31125;3.902439117;6.31125;3.170731783
0.435724138;6.54612E-06;0.435724138;1.54421E-05;6.318;0.108886719;6.318;0.871582031;6.318;0.357421875;6.318;-3.353658676;6.318;3.536585331;6.318;3.353658676
0.436189655;5.87472E-06;0.436189655;1.52743E-05;6.32475;0.108398438;6.32475;0.874023438;6.32475;0.346679688;6.32475;-3.780487776;6.32475;3.963414669;6.32475;3.109756231
0.436655172;5.53903E-06;0.436655172;1.4435E-05;6.3315;0.109375;6.3315;0.869628906;6.3315;0.34375;6.3315;-4.390244007;6.3315;4.695122242;6.3315;2.560975552
0.43712069;6.54612E-06;0.43712069;1.14137E-05;6.33825;0.106445313;6.33825;0.866210938;6.33825;0.338378906;6.33825;-4.817073345;6.33825;5.304878235;6.33825;2.195122004
0.437586207;9.9031E-06;0.437586207;9.06386E-06;6.345;0.1015625;6.345;0.859375;6.345;0.332519531;6.345;-4.695122242;6.345;5.426829338;6.345;1.890243888
0.438051724;1.30922E-05;0.438051724;1.02388E-05;6.35175;0.09375;6.35175;0.855957031;6.35175;0.328125;6.35175;-3.841463566;6.35175;5.670732021;6.35175;1.707317114
0.438517241;1.35958E-05;0.438517241;1.25887E-05;6.3585;0.083007813;6.3585;0.853515625;6.3585;0.326660156;6.3585;-3.353658676;6.3585;5.792683125;6.3585;1.768292665
0.438982759;1.24208E-05;0.438982759;1.39315E-05;6.36525;0.080078125;6.36525;0.8515625;6.36525;0.328613281;6.36525;-2.682926893;6.36525;5.609755993;6.36525;2.439024448
0.439448276;1.10781E-05;0.439448276;1.39315E-05;6.372;0.080566406;6.372;0.856445313;6.372;0.344238281;6.372;-1.097561002;6.372;5.914634228;6.372;2.804877996
0.439913793;9.73526E-06;0.439913793;1.12459E-05;6.37875;0.078125;6.37875;0.874023438;6.37875;0.354980469;6.37875;1.036585331;6.37875;6.707317352;6.37875;2.439024448
0.44037931;1.02388E-05;0.44037931;9.56741E-06;6.3855;0.076660156;6.3855;0.869628906;6.3855;0.348144531;6.3855;2.195122004;6.3855;7.073170662;6.3855;1.890243888
0.440844828;1.12459E-05;0.440844828;7.21752E-06;6.39225;0.078613281;6.39225;0.863769531;6.39225;0.3515625;6.39225;2.439024448;6.39225;7.439024448;6.39225;1.890243888
0.441310345;1.12459E-05;0.441310345;5.53903E-06;6.399;0.082519531;6.399;0.868164063;6.399;0.362304688;6.399;2.560975552;6.399;8.10975647;6.399;1.768292665
0.441775862;1.02388E-05;0.441775862;4.86763E-06;6.40575;0.080566406;6.40575;0.875;6.40575;0.361816406;6.40575;2.256097555;6.40575;8.719511986;6.40575;1.158536553
0.442241379;1.05745E-05;0.442241379;5.53903E-06;6.4125;0.080566406;6.4125;0.872070313;6.4125;0.358886719;6.4125;1.280487776;6.4125;8.10975647;6.4125;1.524390221
0.442706897;1.17494E-05;0.442706897;7.04967E-06;6.41925;0.081542969;6.41925;0.857421875;6.41925;0.357910156;6.41925;0.853658557;6.41925;8.231707573;6.41925;1.707317114
0.443172414;1.32601E-05;0.443172414;7.21752E-06;6.426;0.082519531;6.426;0.84765625;6.426;0.360839844;6.426;0.914634168;6.426;7.926829338;6.426;1.890243888
0.443637931;1.52743E-05;0.443637931;9.23171E-06;6.43275;0.078613281;6.43275;0.863769531;6.43275;0.363769531;6.43275;2.01219511;6.43275;7.256097794;6.43275;1.829268336
0.444103448;1.49386E-05;0.444103448;9.23171E-06;6.4395;0.077148438;6.4395;0.868164063;6.4395;0.347167969;6.4395;2.378048897;6.4395;6.646341801;6.4395;1.829268336
0.444568966;1.30922E-05;0.444568966;7.88891E-06;6.44625;0.079589844;6.44625;0.859375;6.44625;0.337402344;6.44625;2.317073107;6.44625;5.426829338;6.44625;2.378048897
0.445034483;1.25887E-05;0.445034483;5.87472E-06;6.453;0.083007813;6.453;0.863769531;6.453;0.3515625;6.453;2.317073107;6.453;4.573170662;6.453;3.719512224
0.4455;1.35958E-05;0.4455;4.53193E-06;6.45975;0.080078125;6.45975;0.875976563;6.45975;0.35546875;6.45975;2.804877996;6.45975;3.231707335;6.45975;4.878048897
0.445965517;1.39315E-05;0.445965517;3.69268E-06;6.4665;0.081542969;6.4665;0.879394531;6.4665;0.347167969;6.4665;3.597561121;6.4665;2.743902445;6.4665;5.48780489
0.446431034;1.46029E-05;0.446431034;3.86053E-06;6.47325;0.087402344;6.47325;0.877441406;6.47325;0.33984375;6.47325;3.292682886;6.47325;2.621951342;6.47325;5.609755993
0.446896552;1.42672E-05;0.446896552;5.53903E-06;6.48;0.090332031;6.48;0.877929688;6.48;0.341308594;6.48;2.682926893;6.48;3.597561121;6.48;5.426829338
0.447362069;1.32601E-05;0.447362069;7.04967E-06;6.48675;0.09375;6.48675;0.878417969;6.48675;0.34375;6.48675;2.01219511;6.48675;4.390244007;6.48675;4.451219559
0.447827586;1.32601E-05;0.447827586;8.56031E-06;6.4935;0.088867188;6.4935;0.880371094;6.4935;0.3515625;6.4935;1.829268336;6.4935;4.878048897;6.4935;3.902439117
0.448293103;1.25887E-05;0.448293103;9.9031E-06;6.50025;0.080078125;6.50025;0.877929688;6.50025;0.354980469;6.50025;1.768292665;6.50025;5.182927132;6.50025;3.048780441
0.448758621;1.15816E-05;0.448758621;9.9031E-06;6.507;0.083007813;6.507;0.88671875;6.507;0.356445313;6.507;2.5;6.507;5;6.507;2.682926893
0.449224138;1.19173E-05;0.449224138;7.88891E-06;6.51375;0.087890625;6.51375;0.889160156;6.51375;0.3515625;6.51375;2.682926893;6.51375;5.548780441;6.51375;2.5
0.449689655;1.32601E-05;0.449689655;6.54612E-06;6.5205;0.090332031;6.5205;0.884765625;6.5205;0.350585938;6.5205;2.804877996;6.5205;6.097560883;6.5205;2.378048897
0.450155172;1.2253E-05;0.450155172;5.87472E-06;6.52725;0.093261719;6.52725;0.880371094;6.52725;0.354980469;6.52725;2.560975552;6.52725;6.036585331;6.52725;2.195122004
0.45062069;1.09102E-05;0.45062069;7.55322E-06;6.534;0.099609375;6.534;0.876953125;6.534;0.361816406;6.534;2.98780489;6.534;5.670732021;6.534;2.01219511
0.451086207;1.05745E-05;0.451086207;8.89601E-06;6.54075;0.102539063;6.54075;0.875;6.54075;0.360839844;6.54075;3.231707335;6.54075;5.609755993;6.54075;1.951219559
0.451551724;1.25887E-05;0.451551724;8.89601E-06;6.5475;0.099609375;6.5475;0.874511719;6.5475;0.360351563;6.5475;3.658536673;6.5475;6.219512463;6.5475;1.280487776
0.452017241;1.39315E-05;0.452017241;7.88891E-06;6.55425;0.098632813;6.55425;0.87109375;6.55425;0.356933594;6.55425;4.024390221;6.55425;6.463414669;6.55425;0.792682946
0.452482759;1.32601E-05;0.452482759;7.55322E-06;6.561;0.096679688;6.561;0.870605469;6.561;0.356445313;6.561;3.353658676;6.561;6.707317352;6.561;0.792682946
0.452948276;1.39315E-05;0.452948276;7.21752E-06;6.56775;0.102539063;6.56775;0.871582031;6.56775;0.37109375;6.56775;3.048780441;6.56775;6.768292904;6.56775;0.853658557
0.453413793;1.39315E-05;0.453413793;6.54612E-06;6.5745;0.093261719;6.5745;0.8828125;6.5745;0.376953125;6.5745;2.682926893;6.5745;6.951219559;6.5745;1.280487776
0.45387931;1.19173E-05;0.45387931;5.87472E-06;6.58125;0.090820313;6.58125;0.88671875;6.58125;0.365722656;6.58125;2.317073107;6.58125;6.585365772;6.58125;1.707317114
0.454344828;9.9031E-06;0.454344828;4.86763E-06;6.588;0.091308594;6.588;0.879394531;6.588;0.350097656;6.588;1.646341443;6.588;6.951219559;6.588;1.463414669
0.454810345;1.0071E-05;0.454810345;4.86763E-06;6.59475;0.093261719;6.59475;0.880371094;6.59475;0.343261719;6.59475;0.731707335;6.59475;6.646341801;6.59475;1.585365891
0.455275862;1.12459E-05;0.455275862;7.21752E-06;6.6015;0.086914063;6.6015;0.87890625;6.6015;0.343261719;6.6015;0.121951222;6.6015;6.707317352;6.6015;1.829268336
0.455741379;1.12459E-05;0.455741379;1.02388E-05;6.60825;0.084960938;6.60825;0.875;6.60825;0.348144531;6.60825;-0.182926834;6.60825;6.707317352;6.60825;2.01219511
0.456206897;1.09102E-05;0.456206897;9.23171E-06;6.615;0.088378906;6.615;0.884277344;6.615;0.35546875;6.615;-0.48780489;6.615;7.5;6.615;1.951219559
0.456672414;1.12459E-05;0.456672414;6.54612E-06;6.62175;0.0859375;6.62175;0.876464844;6.62175;0.351074219;6.62175;0.121951222;6.62175;7.560975552;6.62175;1.646341443
0.457137931;1.19173E-05;0.457137931;5.53903E-06;6.6285;0.087890625;6.6285;0.881835938;6.6285;0.347167969;6.6285;0.670731723;6.6285;7.317073345;6.6285;1.585365891
0.457603448;1.29244E-05;0.457603448;6.21042E-06;6.63525;0.092773438;6.63525;0.886230469;6.63525;0.34765625;6.63525;1.524390221;6.63525;7.073170662;6.63525;1.646341443
0.458068966;1.29244E-05;0.458068966;7.21752E-06;6.642;0.095703125;6.642;0.88671875;6.642;0.345703125;6.642;1.280487776;6.642;7.195122242;6.642;1.585365891
0.458534483;1.32601E-05;0.458534483;8.72816E-06;6.64875;0.086914063;6.64875;0.888671875;6.64875;0.344726563;6.64875;0.609756112;6.64875;7.01219511;6.64875;2.073170662
0.459;1.2253E-05;0.459;7.88891E-06;6.6555;0.093261719;6.6555;0.8828125;6.6555;0.3515625;6.6555;-0.548780501;6.6555;6.341463566;6.6555;3.109756231
0.459465517;1.05745E-05;0.459465517;6.37827E-06;6.66225;0.086425781;6.66225;0.887695313;6.66225;0.359863281;6.66225;-0.304878056;6.66225;6.158536911;6.66225;3.231707335
0.459931034;9.9031E-06;0.459931034;4.53193E-06;6.669;0.086914063;6.669;0.894042969;6.669;0.354492188;6.669;-0.121951222;6.669;6.219512463;6.669;3.292682886
0.460396552;9.73526E-06;0.460396552;2.51774E-06;6.67575;0.086914063;6.67575;0.885253906;6.67575;0.349121094;6.67575;-0.975609779;6.67575;6.341463566;6.67575;3.536585331
0.460862069;8.56031E-06;0.460862069;8.39246E-07;6.6825;0.090332031;6.6825;0.881347656;6.6825;0.350097656;6.6825;-0.914634168;6.6825;7.439024448;6.6825;3.353658676
0.461327586;7.88891E-06;0.461327586;-1.17494E-06;6.68925;0.092285156;6.68925;0.877929688;6.68925;0.354980469;6.68925;0.182926834;6.68925;8.231707573;6.68925;2.621951342
0.461793103;9.9031E-06;0.461793103;-3.52483E-06;6.696;0.088378906;6.696;0.875488281;6.696;0.358398438;6.696;1.829268336;6.696;8.10975647;6.696;1.768292665
0.462258621;1.24208E-05;0.462258621;-3.86053E-06;6.70275;0.080078125;6.70275;0.877929688;6.70275;0.365234375;6.70275;2.5;6.70275;7.5;6.70275;1.707317114
0.462724138;1.25887E-05;0.462724138;-1.51064E-06;6.7095;0.080078125;6.7095;0.879882813;6.7095;0.364257813;6.7095;2.378048897;6.7095;6.646341801;6.7095;2.317073107
0.463189655;1.27565E-05;0.463189655;2.85344E-06;6.71625;0.086425781;6.71625;0.877441406;6.71625;0.351074219;6.71625;2.01219511;6.71625;6.402439117;6.71625;2.621951342
0.463655172;1.14137E-05;0.463655172;4.36408E-06;6.723;0.102050781;6.723;0.876464844;6.723;0.349609375;6.723;0.731707335;6.723;6.097560883;6.723;3.170731783
0.46412069;9.73526E-06;0.46412069;4.53193E-06;6.72975;0.112792969;6.72975;0.885253906;6.72975;0.356445313;6.72975;0.121951222;6.72975;5.48780489;6.72975;4.085365772
0.464586207;1.02388E-05;0.464586207;4.53193E-06;6.7365;0.10546875;6.7365;0.882324219;6.7365;0.353515625;6.7365;-0.365853667;6.7365;5.426829338;6.7365;4.817073345
0.465051724;1.05745E-05;0.465051724;3.86053E-06;6.74325;0.094238281;6.74325;0.879882813;6.74325;0.353027344;6.74325;-1.036585331;6.74325;5.914634228;6.74325;4.51219511
0.465517241;1.05745E-05;0.465517241;4.19623E-06;6.75;0.090820313;6.75;0.88671875;6.75;0.346679688;6.75;-1.341463447;6.75;6.036585331;6.75;4.451219559
0.465982759;9.23171E-06;0.465982759;3.52483E-06;6.75675;0.093261719;6.75675;0.890625;6.75675;0.339355469;6.75675;-1.463414669;6.75675;6.341463566;6.75675;4.024390221
0.466448276;9.73526E-06;0.466448276;1.84634E-06;6.7635;0.090332031;6.7635;0.888183594;6.7635;0.334472656;6.7635;-1.829268336;6.7635;7.256097794;6.7635;3.109756231
0.466913793;9.23171E-06;0.466913793;3.35698E-07;6.77025;0.094726563;6.77025;0.888183594;6.77025;0.338867188;6.77025;-1.097561002;6.77025;7.439024448;6.77025;2.865853786
0.46737931;8.39246E-06;0.46737931;5.03548E-07;6.777;0.086425781;6.777;0.887207031;6.777;0.34375;6.777;0;6.777;8.048780441;6.777;2.439024448
0.467844828;7.88891E-06;0.467844828;5.03548E-07;6.78375;0.083496094;6.78375;0.888671875;6.78375;0.346679688;6.78375;0.914634168;6.78375;7.5;6.78375;2.317073107
0.468310345;9.23171E-06;0.468310345;-1.0071E-06;6.7905;0.083496094;6.7905;0.886230469;6.7905;0.344238281;6.7905;1.280487776;6.7905;6.951219559;6.7905;2.317073107
0.468775862;1.12459E-05;0.468775862;-2.51774E-06;6.79725;0.08203125;6.79725;0.879394531;6.79725;0.348144531;6.79725;0.975609779;6.79725;6.829268456;6.79725;2.195122004
0.469241379;1.12459E-05;0.469241379;-2.85344E-06;6.804;0.090332031;6.804;0.881347656;6.804;0.358398438;6.804;0.426829278;6.804;6.585365772;6.804;2.5
0.469706897;9.23171E-06;0.469706897;-2.85344E-06;6.81075;0.09765625;6.81075;0.879882813;6.81075;0.36328125;6.81075;0.731707335;6.81075;6.280488014;6.81075;3.353658676
0.470172414;8.22461E-06;0.470172414;-8.39246E-07;6.8175;0.104492188;6.8175;0.8828125;6.8175;0.365722656;6.8175;1.219512224;6.8175;6.097560883;6.8175;3.658536673
0.470637931;9.23171E-06;0.470637931;2.85344E-06;6.82425;0.109863281;6.82425;0.884277344;6.82425;0.366210938;6.82425;1.646341443;6.82425;6.097560883;6.82425;3.292682886
0.471103448;1.15816E-05;0.471103448;5.53903E-06;6.831;0.115234375;6.831;0.8828125;6.831;0.365722656;6.831;1.890243888;6.831;6.341463566;6.831;2.5
0.471568966;1.19173E-05;0.471568966;5.20333E-06;6.83775;0.109375;6.83775;0.886230469;6.83775;0.360351563;6.83775;2.195122004;6.83775;6.280488014;6.83775;1.768292665
0.472034483;9.73526E-06;0.472034483;2.85344E-06;6.8445;0.102050781;6.8445;0.889160156;6.8445;0.357910156;6.8445;1.829268336;6.8445;6.524390221;6.8445;1.646341443
0.4725;8.39246E-06;0.4725;1.84634E-06;6.85125;0.087890625;6.85125;0.887695313;6.85125;0.349121094;6.85125;1.097561002;6.85125;6.951219559;6.85125;1.585365891
0.472965517;8.22461E-06;0.472965517;4.19623E-06;6.858;0.083007813;6.858;0.883789063;6.858;0.348632813;6.858;-0.121951222;6.858;7.256097794;6.858;1.341463447
0.473431034;8.56031E-06;0.473431034;6.71397E-06;6.86475;0.086425781;6.86475;0.881347656;6.86475;0.357910156;6.86475;-0.48780489;6.86475;7.62195158;6.86475;1.097561002
0.473896552;7.04967E-06;0.473896552;6.21042E-06;6.8715;0.087402344;6.8715;0.881835938;6.8715;0.354003906;6.8715;-0.365853667;6.8715;7.62195158;6.8715;0.48780489
0.474362069;7.55322E-06;0.474362069;5.20333E-06;6.87825;0.093261719;6.87825;0.884277344;6.87825;0.34765625;6.87825;0.060975611;6.87825;6.524390221;6.87825;0.914634168
0.474827586;8.56031E-06;0.474827586;5.20333E-06;6.885;0.098632813;6.885;0.892578125;6.885;0.339355469;6.885;0.243902445;6.885;5.609755993;6.885;1.646341443
0.475293103;8.39246E-06;0.475293103;5.03548E-06;6.89175;0.104003906;6.89175;0.893066406;6.89175;0.330078125;6.89175;-0.426829278;6.89175;5.121951103;6.89175;2.317073107
0.475758621;1.05745E-05;0.475758621;3.35698E-06;6.8985;0.114257813;6.8985;0.892578125;6.8985;0.340820313;6.8985;-1.158536553;6.8985;4.817073345;6.8985;3.048780441
0.476224138;1.32601E-05;0.476224138;1.84634E-06;6.90525;0.115722656;6.90525;0.889648438;6.90525;0.345703125;6.90525;-0.975609779;6.90525;4.146341324;6.90525;3.841463566
0.476689655;1.32601E-05;0.476689655;1.84634E-06;6.912;0.11328125;6.912;0.88671875;6.912;0.352539063;6.912;0.365853667;6.912;3.536585331;6.912;4.878048897
0.477155172;9.23171E-06;0.477155172;3.18914E-06;6.91875;0.106933594;6.91875;0.884277344;6.91875;0.357421875;6.91875;1.341463447;6.91875;3.719512224;6.91875;5.426829338
0.47762069;5.87472E-06;0.47762069;3.86053E-06;6.9255;0.10546875;6.9255;0.891601563;6.9255;0.356445313;6.9255;1.097561002;6.9255;4.207317352;6.9255;5.121951103
0.478086207;7.21752E-06;0.478086207;3.18914E-06;6.93225;0.1015625;6.93225;0.886230469;6.93225;0.352050781;6.93225;0.548780501;6.93225;4.634146214;6.93225;4.329268456
0.478551724;9.9031E-06;0.478551724;1.17494E-06;6.939;0.091796875;6.939;0.883789063;6.939;0.357910156;6.939;0.121951222;6.939;4.695122242;6.939;4.268292904
0.479017241;1.02388E-05;0.479017241;1.0071E-06;6.94575;0.090332031;6.94575;0.887207031;6.94575;0.365722656;6.94575;-0.609756112;6.94575;5.548780441;6.94575;3.536585331
0.479482759;9.23171E-06;0.479482759;1.0071E-06;6.9525;0.08984375;6.9525;0.877929688;6.9525;0.361328125;6.9525;-0.609756112;6.9525;6.097560883;6.9525;2.5
0.479948276;9.9031E-06;0.479948276;1.51064E-06;6.95925;0.088867188;6.95925;0.877929688;6.95925;0.361328125;6.95925;-0.548780501;6.95925;6.707317352;6.95925;2.134146452
0.480413793;1.02388E-05;0.480413793;1.67849E-06;6.966;0.081542969;6.966;0.882324219;6.966;0.358398438;6.966;-0.426829278;6.966;6.585365772;6.966;2.01219511
0.48087931;1.02388E-05;0.48087931;1.84634E-06;6.97275;0.0859375;6.97275;0.889648438;6.97275;0.354492188;6.97275;-0.609756112;6.97275;5.914634228;6.97275;2.621951342
0.481344828;1.05745E-05;0.481344828;3.18914E-06;6.9795;0.088378906;6.9795;0.885742188;6.9795;0.348144531;6.9795;-0.731707335;6.9795;5.304878235;6.9795;3.231707335
0.481810345;9.56741E-06;0.481810345;4.86763E-06;6.98625;0.09765625;6.98625;0.878417969;6.98625;0.341796875;6.98625;-0.792682946;6.98625;4.756097794;6.98625;3.536585331
0.482275862;8.39246E-06;0.482275862;5.87472E-06;6.993;0.106445313;6.993;0.875488281;6.993;0.345214844;6.993;-0.243902445;6.993;4.329268456;6.993;3.963414669
